,Reallocation Freq,Total Return,Daily Sharpe
0,21.6466466466,179.03789982299998,3.49133918476
1,21.0610610611,136.22467795299997,2.9137320696499995
5,16.961961962000004,13.178655684099999,0.406919328103
10,5.8958958959,-10.8294279416,-0.355688980278
20,1.05105105105,-1.47939604617,-0.0302148167619
50,0.21021021020999997,2.25622792301,0.0916333222068
