,Short Freq,Total Return,Daily Sharpe
0,0.0,7.8050644345,0.268506508038
1,0.0,7.8050644345,0.268506508038
5,0.0,7.8050644345,0.268506508038
10,0.0,7.8050644345,0.268506508038
20,0.0,7.8050644345,0.268506508038
50,0.0,7.8050644345,0.268506508038
