,Short Freq,Total Return,Daily Sharpe
0,30.145,109.99405362200001,2.43003036237
1,30.145,109.99405362200001,2.43003036237
5,30.145,109.99405362200001,2.43003036237
10,30.145,109.99405362200001,2.43003036237
20,30.145,109.99405362200001,2.43003036237
50,30.145,109.99405362200001,2.43003036237
