,Short Freq,Total Return,Daily Sharpe
0,37.545,179.03789982299998,3.49133918476
1,36.485,155.73852829700002,3.1972073984400002
5,31.415,78.81256382790001,1.9730381848299998
10,24.154999999999998,24.8328345352,0.746936554919
20,10.34,-7.78920352577,-0.250255220989
50,1.145,-0.531837476978,0.00152401963296
