r_1,r_2,a_0,a_1,a_2,logReturn
1.21068357932000e-02,5.58872112722000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,6.49696361680603e-03
7.40205554726000e-03,9.61944548368000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,6.41946209081060e-03
-4.10029675430000e-03,-1.18666949602000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-7.79671374012851e-03
-3.19215287051000e-03,-2.16029779259000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.03238780686852e-03
-4.80488764628000e-03,-4.23673392329000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-5.68315183475638e-04
4.65501305929000e-03,3.31302943909000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.34108396497332e-03
6.11321791631000e-03,1.15408936834000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,4.94687257259635e-03
-1.54653273116000e-03,6.88567446991000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-8.46795938193942e-03
-5.29706829644000e-03,-3.12035699747000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.17908377843668e-03
-2.91976881751000e-03,-1.81452503048000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.74207236097694e-03
-8.45065239151000e-03,1.99982184584000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.05054638907274e-02
8.84081175766000e-03,5.87063262108000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,2.96577686938884e-03
-5.69386799015000e-03,1.33403705098000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.92177216567879e-02
-5.77132916775000e-03,9.13862896942000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.50222289292566e-02
4.87652267238000e-03,6.56276221028000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.68766284003355e-03
-1.38822898131000e-02,-2.19164173447000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-8.06657504268164e-03
-2.22804032581000e-03,-9.56655516062000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,7.31171894962916e-03
1.10531127438000e-02,1.05611324666000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-4.92101339204939e-04
5.09124789922000e-03,-1.19922273860000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.69391936245201e-02
1.86086903240000e-02,-8.98210660261000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.93190799984393e-02
1.04337598799000e-04,5.83409357361000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-5.74623400009866e-03
5.34293159574000e-03,8.14002286648000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.80101044041799e-03
-2.77797889457000e-03,1.97451606231000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-4.76382396933899e-03
-1.00014122425000e-02,1.62370164535000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.16932138184208e-02
-9.13834246232000e-03,-1.13871093624000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-8.03180025184934e-03
4.21891094085000e-04,-1.63923652366000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.66744615763719e-02
2.02512678527000e-03,1.37502268500000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.17943811346252e-02
7.76129470979000e-03,5.08052893176000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,2.67717893434676e-03
3.49224921518000e-03,-1.40897216410000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,4.88924949574125e-03
-5.82033771557000e-03,-3.30235443092000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.52115873617016e-03
