r_1,r_2,a_0,a_1,a_2,logReturn
6.66702207558000e-03,5.61099315294000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.05547171634675e-03
-7.55710271132000e-03,-6.58745492623000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-9.70118197617804e-04
2.06298745406000e-03,-1.98831448586000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-4.05953069592716e-03
7.68976077121000e-03,7.09492844486000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,5.94655483726143e-04
-1.13916844119000e-02,-1.68895242841000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,5.48278191617861e-03
5.35215481942000e-03,1.99189515400000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.46739342101712e-02
-5.84742429037000e-03,-1.73693585270000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.15888260325555e-02
3.14762356947000e-04,1.02872822952000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,9.92312250109649e-03
-8.60988083881000e-03,-9.01520049364000e-04,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,7.67880317309117e-03
2.06844879794000e-03,9.20603978021000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-7.16318544604437e-03
-2.52713372282000e-03,2.28364166804000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,4.79924059035924e-03
-1.93804880540000e-02,-2.50467451463000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,5.65026424220844e-03
-3.26241809294000e-02,-8.37004014669000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,2.39646801827881e-02
4.51785941195000e-03,3.22477773736000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.29391842610169e-03
1.86798942409000e-02,5.79774792830000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.27998772472429e-02
1.21718767863000e-02,-6.60497079569000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.86027386804034e-02
-2.71730370769000e-03,5.97389752580000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-3.32019922662296e-03
7.31327498354000e-03,-4.58872854964000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.19733994456378e-02
6.95584579727000e-03,-5.79784525910000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.28357175474826e-02
1.00817075842000e-02,9.61009664230000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,4.71499768412191e-04
-1.07695069558000e-02,5.44378068115000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.63461611534094e-02
9.07882950678000e-03,2.91905341654000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.03166981597593e-02
1.31539051711000e-02,2.05148685370000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-7.38818894333376e-03
-1.82041515578000e-02,-1.14507755990000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,6.73067406766814e-03
-2.49106702834000e-03,2.19200725089000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,4.67214280220456e-03
2.27880911413000e-02,2.14573643588000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.33161298566829e-03
1.67799922803000e-02,1.01842728860000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,6.57406281213756e-03
1.19877598709000e-02,-5.95025306669000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.25042797944738e-02
4.33079994378000e-03,8.01927784636000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-3.69529711069549e-03
-5.64205971097000e-03,-2.79263893699000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,2.20396621481669e-02
-4.74328456555000e-03,-4.08509328471000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-6.58407983814302e-04
-9.91457540539000e-03,-1.04703924653000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,5.55662650820813e-04
-7.92645180912000e-03,-2.21231558149000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.40968745270998e-02
-1.54316578757000e-02,-1.07080904338000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-4.73475874240485e-03
-3.92729093914000e-03,-3.76989045691000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.57412870985926e-04
1.62628013890000e-02,1.05930282002000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,5.65376052174307e-03
-1.42108836254000e-02,-6.67420494321000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-7.56522295474890e-03
1.14710798188000e-02,1.09811580253000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,4.89801821001225e-04
-1.63417940338000e-03,3.36046574589000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,4.98221328716247e-03
-5.59112680121000e-03,-6.86583211743000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.27389356915080e-03
-1.90525311675000e-02,7.15200936474000e-06,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.92436603876959e-02
7.45951748046000e-03,-1.77755605451000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.55589427221751e-02
-7.40092591137000e-04,1.06629353348000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.14685409563083e-02
7.63661868506000e-04,1.43146119762000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.34599570895617e-02
1.57899108934000e-03,1.88917150282000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.71645662974515e-02
4.81867109861000e-03,-1.10341312018000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-5.93968929979590e-03
-3.02518428331000e-04,-4.88184627116000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,4.56887462141968e-03
-9.37439098766000e-03,-5.99442370178000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-3.38569227914015e-03
-4.31935440622000e-04,-1.29863761431000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.24762871481181e-02
-8.12003061802000e-03,1.81768623094000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.66488400067490e-02
1.34833664940000e-02,7.28316527792000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.26743894779696e-02
7.33235571590000e-03,-1.00952246673000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,8.30727700949654e-03
-9.55369548575000e-03,-8.32595521128000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.22698721768833e-03
-9.36193395781000e-04,7.18076911259000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-8.15008440310040e-03
1.66144580810000e-02,1.68382669697000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.23833937646846e-04
1.20449429506000e-02,3.47592001830000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.29762001325849e-02
-1.61872280901000e-02,-8.83312408879000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.54222292582948e-02
-1.37900124107000e-02,-1.07761169663000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-3.01844637359169e-03
-1.54607986060000e-03,-1.55555984332000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.41085781508456e-02
1.08604620214000e-03,-3.06958505526000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-4.16428988935376e-03
4.01144326712000e-03,4.36747362203000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,3.55966991142304e-04
-9.25129523457000e-03,-1.83760325807000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,7.38634563718981e-03
5.30693948504000e-03,-8.61550319175000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.40202689301133e-02
-3.32427435564000e-03,-3.80972257218000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-4.85566084672883e-04
-8.68993683120000e-03,-3.58017718108000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.74861417161264e-02
-6.87140581379000e-06,-1.54869841836000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.56011807796939e-02
-1.30672694679000e-02,-2.16473411142000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-8.61709237346211e-03
-2.54622335445000e-03,3.03268002156000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,5.56339893303393e-03
-1.38709858460000e-02,4.43625135026000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.81416773059043e-02
4.80915824602000e-03,-2.18288529741000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.69992322940092e-02
-1.27698955209000e-02,-1.48483514815000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.08061894782553e-03
-1.77116844595000e-02,-1.52332481212000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,2.47537008026364e-03
3.91027122652000e-03,-1.56230166945000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.97265838669950e-02
1.74580597627000e-02,-6.65896878955000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.44126060619149e-02
9.72234381113000e-03,2.07407507367000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.09581465249890e-02
-8.94364188207000e-03,-2.63591915436000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.75689843896288e-02
2.95390152440000e-03,1.18623893474000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,8.86904134457272e-03
-2.87813018675000e-03,-2.02108188534000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.74846583032259e-02
-9.68829251640000e-03,-1.48492064788000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-5.17427747732646e-03
5.21183217781000e-03,-1.93365781049000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.48547462731045e-02
2.35455793618000e-03,-4.70393726550000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-7.08352422664453e-03
1.71079422165000e-02,8.71036971360000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-8.43303076328726e-03
3.16372759715000e-03,4.35406861247000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.18963312115491e-03
-7.19071047107000e-04,-7.92878334322000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,7.18384656897545e-03
-1.59163193662000e-02,1.07244741812000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.70020907693644e-02
-5.94241233061000e-03,1.34886491769000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.96223262890434e-02
1.50196376028000e-02,1.39479724201000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.07223982641900e-03
-9.94789518029000e-03,5.76955262020000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.55952079200297e-02
-9.78101053437000e-03,5.17092918204000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.50648468342659e-02
-2.37302761069000e-02,-1.91203699162000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-4.62056457696533e-03
2.97525586881000e-03,7.23816019420000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-4.27201640720936e-03
-1.31079765483000e-02,-2.16904713472000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,8.54587456985588e-03
5.39991538365000e-03,-6.79846494926000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.22733912058797e-02
-7.54777926118000e-03,-3.80895941606000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,3.00846978171543e-02
1.21846120158000e-02,7.16090956780000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-5.03636366306093e-03
-9.75737097849000e-03,-1.07046995146000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-9.47777535376621e-04
4.95635893191000e-03,9.07238047287000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,4.10757389682039e-03
1.90028564788000e-02,1.96538887844000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-6.51244319154952e-04
9.57797551390000e-03,6.99635971918000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,2.57828914884858e-03
-7.12331208883000e-03,6.98488475906000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.42086635120703e-02
3.67038707809000e-03,-1.46368165700000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.84768542428343e-02
4.75300875496000e-03,2.17618353952000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.58015094397809e-03
8.66105452102000e-03,1.58859314357000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,7.19890252427785e-03
-8.30849350373000e-03,-3.36509344627000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-4.95565907703654e-03
4.65615981134000e-03,6.29312460156000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.63830608104598e-03
-5.45984607256000e-03,-1.19981689893000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-4.26912895064923e-03
1.80168090190000e-03,9.78226145219000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-8.01259583069743e-03
4.83047720339000e-03,3.51991078657000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.30970837425295e-03
-2.44311151394000e-03,-1.92499198585000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-5.18253798393408e-04
-2.47371757382000e-02,-2.07549178166000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-3.99020822446743e-03
2.51635628593000e-03,-1.23882784429000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.47946521474283e-02
-1.39176885502000e-03,5.39357871569000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-6.80847270897002e-03
7.39073753579000e-04,9.75869753796000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-9.06054685061396e-03
7.14241347633000e-03,1.49262991861000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-7.81433827727722e-03
5.63151567846000e-03,2.84726357200000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.78813534597630e-03
-1.22042703300000e-03,-2.75889262592000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.53965024629854e-03
-4.79170905588000e-03,-1.31402916574000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-8.38362720204777e-03
-6.20168081960000e-03,-1.78848728927000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.16154705433172e-02
-3.85293162651000e-03,-1.65566999616000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.26237524265859e-02
-5.93693298167000e-03,-1.31890698692000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,7.22596659367632e-03
-1.17140858602000e-03,1.33435778708000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-2.50891105999043e-03
-9.02515406768000e-03,-2.49483864249000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,1.57977875980639e-02
1.83417267735000e-03,-4.76442487877000e-04,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,2.30794979897365e-03
1.16638401898000e-04,1.20497661761000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.08774640503072e-03
5.05741445071000e-03,-1.39562126851000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-6.47394656170190e-03
-8.76653256039000e-03,-2.05999541568000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.19039938228587e-02
6.40222159361000e-04,-1.64804363909000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-1.72689115877651e-02
-6.95102658057000e-03,-1.16457257661000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-4.70575389835551e-03
1.16204607464000e-02,2.33254203414000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.16369864564978e-02
-9.46015130666000e-03,-6.77166053190000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,2.68488324785896e-03
9.76652083022000e-04,2.79352419306000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.81852462407792e-03
-5.39664832587000e-03,1.48123395057000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,2.00074963400351e-02
9.01969384978000e-03,-8.39033808386000e-04,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-9.90764669889719e-03
-1.06537905794000e-02,5.44105742168000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-1.62257768207218e-02
1.28825661918000e-02,5.52541813771000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-7.38434534627897e-03
3.06384414454000e-02,1.08019375042000e-02,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-2.00358885194876e-02
3.99164973077000e-03,-2.06155327419000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-6.07159790789063e-03
5.33500560932000e-03,6.96863375651000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,1.63229522819360e-03
2.07470884480000e-03,-4.88634924163000e-03,1.00000000000000e+00,-1.00000000000000e+00,1.00000000000000e+00,-6.98539927733850e-03
1.87557225057000e-03,1.20713915635000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,6.68209792321921e-04
1.42387794232000e-02,9.08430946921000e-03,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,5.14123114693819e-03
7.29101727101000e-03,1.12594629117000e-02,1.00000000000000e+00,1.00000000000000e+00,-1.00000000000000e+00,-3.97634081572916e-03
