,Reallocation Freq,Total Return,Daily Sharpe
0,32.607607607599995,187.63891558099996,3.58675415523
1,35.045045045,142.970036072,2.9883176308499997
5,20.3703703704,92.98300511100001,2.1435930035
10,9.194194194189999,8.59521240497,0.25049809612199997
20,0.1001001001,7.30592145338,0.252767632089
50,0.0,7.763743860820001,0.267247500184
