,Reallocation Freq,Total Return,Daily Sharpe
0,14.3193193193,73.6881008487,1.77626916374
1,14.2192192192,60.933649018000004,1.5302836771200001
5,17.012012012000003,25.3415700644,0.694266016355
10,15.7557557558,21.1453468099,0.45467056567599995
20,8.27827827828,-9.357294778169999,-0.511563786725
50,3.3383383383400003,-10.7877348366,-0.572821416493
