,Short Freq,Total Return,Daily Sharpe
0,20.685000000000002,73.6881008487,1.77626916374
1,20.580000000000002,64.5249918466,1.6128252668399998
5,20.330000000000002,37.551381064299996,1.0512468829600001
10,18.59,10.5977826141,0.337676830867
20,17.635,-21.3755116364,-0.8503160568289999
50,17.16,-60.5638225854,-3.3194739784900005
