Date,Open,High,Low,Close,Volume,Adj Close
2015-03-20,561.652513,561.722529,559.052548,560.362537,2616800,560.362537
2015-03-19,559.392531,560.802526,556.147548,557.992512,1197200,557.992512
2015-03-18,552.50248,559.782516,547.002472,559.502513,2134500,559.502513
2015-03-17,551.712472,553.802493,548.002468,550.842471,1805500,550.842471
2015-03-16,550.952514,556.852545,546.002476,554.512509,1640900,554.512509
2015-03-13,553.502476,558.402511,544.222448,547.322503,1703500,547.322503
2015-03-12,553.512513,556.37253,550.462462,555.512505,1389600,555.512505
2015-03-11,555.142533,558.142521,550.682486,551.182515,1820700,551.182515
2015-03-10,564.252539,564.852573,554.732534,555.012538,1792300,555.012538
2015-03-09,566.862541,570.272589,563.537566,568.852557,1062100,568.852557
2015-03-06,574.882583,576.682625,566.762536,567.687558,1659100,567.687558
2015-03-05,575.022616,577.912621,573.412609,575.332609,1389600,575.332609
2015-03-04,571.872619,577.112637,568.012546,573.372583,1876800,573.372583
2015-03-03,570.452587,575.392588,566.522559,573.64261,1704700,573.64261
2015-03-02,560.532559,572.152562,558.752531,571.342601,2129600,571.342601
2015-02-27,554.242482,564.712541,552.902503,558.402511,2410100,558.402511
2015-02-26,543.212476,556.142529,541.502464,555.482516,2311500,555.482516
2015-02-25,535.90245,546.222501,535.447406,543.872489,1825900,543.872489
2015-02-24,530.002419,536.792403,528.252381,536.092424,1005000,536.092424
2015-02-23,536.052398,536.441404,529.412422,531.912381,1457800,531.912381
2015-02-20,543.132484,543.75247,535.802444,538.952441,1444300,538.952441
2015-02-19,538.042413,543.11247,538.012424,542.872432,989100,542.872432
2015-02-18,541.402458,545.492471,537.512456,539.702422,1453000,539.702422
2015-02-17,546.83245,550.00246,541.092465,542.842443,1616800,542.842443
2015-02-13,543.352447,549.912491,543.132484,549.012501,1900300,549.012501
2015-02-12,537.252405,544.822482,534.675391,542.932472,1620200,542.932472
2015-02-11,535.302416,538.452412,533.380397,535.972405,1377700,535.972405
