5928,3
IBM,JPM,GS
0.021844705437,0.0092307399661,0.0
-0.00950115893328,0.00304823099233,0.0
-0.0191847027144,0.0121583657193,0.0
0.0156172764544,0.0120121705537,0.0
0.0121654594377,0.0178042431853,0.0
0.0168269358077,-0.00291577128536,0.0
0.00945627181137,-0.00877190504865,0.0
-0.0210772989081,0.0,0.0
-0.0215311166904,0.00295017653758,0.0
-0.0073349689696,-0.0147063565604,0.0
-0.0147783365794,-0.0328356844686,0.0
0.0100000078684,-0.00925923303427,0.0
0.0,-0.00934576767505,0.0
0.0,0.0345908926394,0.0
0.0148514967185,0.0182371815716,0.0
-0.00243902626255,-0.0268657435134,0.0
0.0146699379392,0.027607437858,0.0
0.0361446057252,-0.00596994095514,0.0
0.0116279154877,-0.0270270936668,0.0
0.00689655671398,0.0123459918719,0.0
-0.00913242665362,0.021341003706,0.0
0.0184331930911,0.00298525882479,0.0
-0.00678733514979,-0.0238092637004,0.0
0.00683371788338,-0.00304896724444,0.0
0.0158371153495,0.0244645626005,0.0
0.00890859207535,0.0238810613831,0.0
-0.0132449443756,0.0262389845394,0.0
-0.017897104324,-0.0142050050322,0.0
0.0136674357668,-0.0144089988807,0.0
-0.011235963003,0.0,0.0
0.00227272889842,0.0116962029178,0.0
-0.0113378765724,-0.0289019697126,0.0
0.00229357963731,-0.00595217218061,0.0
-0.0160183181728,-0.014970543918,0.0
-0.00232558309754,0.00607954986697,0.0
0.0116550202057,-0.0151062281838,0.0
-0.0576037284098,-0.0214719413595,0.0
-0.0122249482827,0.00313438284135,0.0
0.0173267461716,0.015625511753,0.0
0.0072992756626,0.0123071083861,0.0
-0.033816450829,-0.00911851738433,0.0
0.0175000137696,-0.00111322823001,0.0
0.0196560348561,0.00928788345094,0.0
0.0144578422901,-0.0460123564883,0.0
0.0,0.0257240779397,0.0
-0.0118764934393,-0.0156744533832,0.0
0.00480769594506,0.0254781511119,0.0
-0.0382775407829,0.0,0.0
0.0149253848197,0.0527947196354,0.0
-0.0318627696772,0.0235986628993,0.0
-0.00759494276047,-0.0144089728359,0.0
-0.00510204491272,-0.0350878323445,0.0
0.00512820926672,0.00303062768951,0.0
0.00510204491272,-0.0181269428754,0.0
0.0279188040279,-0.00923072387501,0.0
-0.0296296526555,-0.0124226457943,0.0
-0.0127225420921,-0.0157229961417,0.0
-0.0154639282777,-0.0319490808129,0.0
0.0130890144792,-0.0264024623262,0.0
0.0,0.0271184563483,0.0
0.0310076573721,0.00990094313594,0.0
-0.020050141129,0.00980387552189,0.0
-0.005114978639,-0.00970869270711,0.0
0.0128533637673,0.00326816725251,0.0
0.0,0.0293159736196,0.0
0.00253807309345,-0.0253168874811,0.0
-0.011979026516,-0.0129865402999,0.0
0.00777193417013,-0.0098683723245,0.0
0.00514140757093,0.0166110006279,0.0
0.0,0.0326799503771,0.0
-0.0179027667581,-0.00316474358906,0.0
-0.0104167052694,-0.053967948831,0.0
0.00789476640685,-0.016779028433,0.0
-0.00522195151715,-0.0136513793629,0.0
0.0288713821919,-0.00346057700596,0.0
0.0127551497918,0.038194211101,0.0
-0.0075567029964,0.0100334003391,0.0
-0.0177665636363,-0.0331120144356,0.0
0.0284237654836,0.0102739214729,0.0
0.0125628617961,0.0135588221825,0.0
0.0471463581744,0.0501673221439,0.0
0.00947870894479,-0.0222926384433,0.0
-0.00938970664839,0.0,0.0
-0.0142179580373,0.0162865133008,0.0
0.0360577203175,-0.0256408524072,0.0
0.0,-0.00328966755999,0.0
0.00232019423308,-0.0198020443809,0.0
-0.0324074245642,-0.0437712153932,0.0
0.0,0.0211266655286,0.0
0.0119616606403,0.0275868562904,0.0
-0.00709212029271,0.00335509833477,0.0
0.0,0.0301003612415,0.0
-0.0095238448177,0.00974021630961,0.0
-0.0408654306131,0.0,0.0
0.0100251006461,0.00321577931584,0.0
-0.0148882829794,0.0128206565258,0.0
-0.0050378019976,-0.0158232631319,0.0
-0.00253165497529,0.0321547123198,0.0
0.0,0.0186914995182,0.0
-0.0126904025973,-0.0275229532529,0.0
0.00257070378546,0.0220128273327,0.0
0.0205127836735,0.00615361937507,0.0
0.0125628617961,0.0244646682746,0.0
-0.0198510807553,-0.016126794905,0.0
0.0,0.0,0.0
-0.00253165497529,-0.00611604170967,0.0
-0.0203045312869,-0.018461472314,0.0
-0.0284975143866,0.00940427988751,0.0
-0.00533323498478,0.00310521004265,0.0
0.0,0.00619237232518,0.0
0.0,-0.0061542628383,0.0
0.0321715814498,0.00309618616259,0.0
-0.010389648792,-0.0246911280199,0.0
-0.00524936343852,-0.0126584829735,0.0
0.00263853233443,0.01923070478,0.0
-0.0394737150071,0.0031450174073,0.0
-0.0438355383295,-0.00313515728307,0.0
-0.0171920406058,0.0,0.0
0.0174927771408,0.015723144007,0.0
-0.00573068020195,-0.0123834202991,0.0
-0.0259365676615,0.00940427988751,0.0
0.00295845921192,0.0124218734201,0.0
0.076696194601,-0.0122694636952,0.0
-0.0356164510405,0.0155278214982,0.0
-0.00284091985819,0.00611589635956,0.0
0.0142450683886,0.00303972093683,0.0
-0.0140449964536,-0.00606029792636,0.0
-0.0113959280149,0.0152436298549,0.0
0.0230547125706,0.0150147505551,0.0
-0.00849858853756,0.0,0.0
-0.00857143362512,-0.00591686021813,0.0
-0.00576360723211,0.0,0.0
0.00289850948629,-0.0119050044021,0.0
-0.0231214426891,-0.00301168080335,0.0
-0.0118342831426,-0.00302135279812,0.0
-0.00299396956224,0.00606044195512,0.0
-0.0150150672545,-0.0180723753983,0.0
0.0487804713639,-0.0184048516249,0.0
-0.00581387127882,0.0,0.0
0.00584787004251,-0.0124995154219,0.0
0.00290706418525,-0.0031647711531,0.0
0.0289854793826,0.00317481872782,0.0
-0.0112675701948,0.0221514427452,0.0
0.00284896229062,0.0,0.0
0.0,0.00619237232518,0.0
0.00284086876264,0.0,0.0
0.0113315348957,-0.0061542628383,0.0
0.0252099726593,0.00619237232518,0.0
0.00273232263372,-0.0153850721176,0.0
0.00272475689973,0.0,0.0
-0.00543482571043,0.0125002580703,0.0
-0.00546440362936,0.0123459307498,0.0
-0.0247252877413,0.0,0.0
0.0,0.0518290080787,0.0
-0.0140845561656,0.0202899932384,0.0
0.00285722876984,-0.0227275980194,0.0
-0.00854701285409,0.00872083343523,0.0
0.00287352232285,0.0,0.0
-0.00286528885137,-0.00288135609471,0.0
-0.00287364939114,0.00288968229842,0.0
-0.025936614848,0.00864557498299,0.0
-0.00295853807872,-0.0142854659683,0.0
-0.00593476521403,0.00869555394032,0.0
0.0,0.0143677007062,0.0
-0.00298503246589,0.00283305419292,0.0
0.0,0.0141240449795,0.0
0.0,0.00557154288432,0.0
-0.00299396956224,-0.00554067278827,0.0
0.00900901379431,0.0102146056164,0.0
0.044642880644,0.00277798273397,0.0
0.00854701285409,0.00276963346269,0.0
-0.0112995239505,-0.00276198377999,0.0
0.00571433119748,0.00553992038741,0.0
0.0,0.0,0.0
0.00568186314962,-0.0110194473757,0.0
-0.00282494344492,0.00835650715716,0.0
-0.00849858853756,0.00552540120577,0.0
-0.0142856384804,0.0137359770871,0.0
-0.0115942942916,-0.0216800262264,0.0
0.0439882964146,-0.0360112468657,0.0
-0.0112359201649,-0.0344827258958,0.0
-0.0142045950619,-0.0267857230617,0.0
0.0057637346666,0.012232596364,0.0
0.0315185574777,0.015105568361,0.0
-0.0111110769909,-0.00595225808789,0.0
0.00842697117691,0.00299366729117,0.0
0.0306407271947,-0.0238803910164,0.0
-0.00540544804243,0.0,0.0
-0.00543482571043,0.0,0.0
0.0054645244484,-0.0183486781241,0.0
0.0380435396482,0.0311528888177,0.0
0.0654450204204,-0.0181269386009,0.0
-0.00245707613481,-0.02769216833,0.0
-0.0148514161326,-0.0411395750221,0.0
0.00251253253573,0.0264024090123,0.0
0.00751881689273,-0.0096462578615,0.0
-0.0223881185145,0.00324699346358,0.0
0.0152672165976,0.00323648461918,0.0
0.0426065555384,-0.012903413348,0.0
-0.00721155727708,0.00653565849353,0.0
-0.0121066048608,-0.0162335886822,0.0
0.0343137461082,0.00990109801646,0.0
-0.0165876873614,-0.0130722420844,0.0
0.0168674798437,-0.00993372931189,0.0
-0.0165876873614,-0.0133774963179,0.0
0.0024097157125,-0.0203388800438,0.0
0.0216345660574,0.0242209471482,0.0
0.0376470208205,0.00337862823581,0.0
0.0113379322841,0.0101009603585,0.0
-0.0246636762452,0.0200000597613,0.0
-0.00919539276481,0.00653565849353,0.0
-0.0139211501677,0.0129872079456,0.0
0.0117646681229,0.00961548930466,0.0
-0.00465110710409,0.00317483711305,0.0
0.00467284098801,0.00632883232603,0.0
0.0,0.0188678321503,0.0
0.00232565588213,-0.00308664761703,0.0
-0.00464041742011,0.0,0.0
0.0303030769251,-0.0216712405443,0.0
0.0384614733699,-0.00632972814792,0.0
-0.0217864230346,-0.00636914729696,0.0
0.0133629658754,-0.00640997336146,0.0
