Date,Open,High,Low,Close,Volume,Adj Close
2015-03-20,160.949997,163.00,160.350006,162.880005,9006400,157.229752
2015-03-19,159.699997,160.919998,158.809998,159.809998,3878600,154.266242
2015-03-18,156.850006,160.699997,155.800003,159.809998,5738800,154.266242
2015-03-17,156.199997,157.289993,155.369995,156.960007,3311700,151.515117
2015-03-16,155.050003,157.089996,154.800003,157.080002,3749600,151.630949
2015-03-13,157.460007,157.520004,153.399994,154.279999,6064100,148.928077
2015-03-12,156.270004,158.720001,156.270004,157.979996,4567300,152.499723
2015-03-11,158.570007,159.139999,155.940002,156.800003,5709900,151.360663
2015-03-10,159.600006,160.229996,157.809998,157.809998,4601000,152.335622
2015-03-09,158.199997,161.149994,158.199997,160.770004,5193900,155.192947
2015-03-06,160.190002,161.440002,158.059998,158.50,4540200,153.001688
2015-03-05,159.860001,161.50,159.699997,161.179993,3791700,155.588713
2015-03-04,160.539993,160.559998,158.720001,159.419998,3633600,153.889772
2015-03-03,160.270004,161.75,160.00,161.029999,3234400,155.443922
2015-03-02,161.940002,161.940002,159.809998,160.479996,5917900,154.912998
2015-02-27,160.869995,162.289993,160.160004,161.940002,4410000,156.322358
2015-02-26,163.740005,164.139999,159.770004,160.869995,7110800,155.289469
2015-02-25,164.940002,164.960007,162.580002,162.809998,4004600,157.162173
2015-02-24,162.490005,164.990005,161.509995,164.830002,4701600,159.112104
2015-02-23,164.229996,164.399994,162.50,162.910004,2714400,157.25871
2015-02-20,163.639999,164.339996,162.089996,163.649994,3353000,157.97303
2015-02-19,162.050003,164.490005,161.440002,163.889999,3504400,158.20471
2015-02-18,161.860001,162.470001,160.639999,162.190002,4358400,156.563686
2015-02-17,159.75,161.410004,159.729996,160.960007,2894500,155.376358
2015-02-13,158.779999,160.800003,158.639999,160.399994,3706900,154.835772
2015-02-12,158.720001,159.50,158.089996,158.520004,3333100,153.020998
2015-02-11,157.759995,159.089996,157.169998,158.199997,3626700,152.712092
2015-02-10,156.740005,158.559998,155.080002,158.559998,4440600,153.059604
2015-02-09,156.00,157.50,155.399994,155.75,3057700,150.347085
2015-02-06,157.339996,158.080002,156.229996,156.720001,3225000,151.283437
2015-02-05,157.289993,158.589996,157.149994,157.910004,5253600,151.370325
2015-02-04,157.210007,158.710007,156.699997,156.960007,3678500,150.459671
2015-02-03,154.75,158.600006,154.75,158.470001,5539400,151.90713
