Date,Open,High,Low,Close,Volume,Adj Close
2016-05-13,2956.63,2956.63,2956.63,2956.63,000,2956.63
2016-05-12,2935.46,2935.46,2935.46,2935.46,000,2935.46
2016-05-11,2956.71,2956.71,2956.71,2956.71,000,2956.71
2016-05-10,2978.97,2978.97,2978.97,2978.97,000,2978.97
2016-05-06,2936.84,2936.84,2936.84,2936.84,000,2936.84
2016-05-05,2940.35,2940.35,2940.35,2940.35,000,2940.35
2016-05-04,2938.75,2938.75,2938.75,2938.75,000,2938.75
2016-05-03,2974.20,2974.20,2974.20,2974.20,000,2974.20
2016-05-02,3032.60,3032.60,3032.60,3032.60,000,3032.60
2016-04-29,3028.21,3028.21,3028.21,3028.21,000,3028.21
2016-04-27,3130.43,3130.43,3130.43,3130.43,000,3130.43
2016-04-26,3121.29,3121.29,3121.29,3121.29,000,3121.29
2016-04-25,3117.62,3117.62,3117.62,3117.62,000,3117.62
2016-04-21,3151.69,3151.69,3151.69,3151.69,000,3151.69
2016-04-20,3142.52,3142.52,3142.52,3142.52,000,3142.52
2016-04-19,3112.99,3112.99,3112.99,3112.99,000,3112.99
2016-04-18,3064.03,3064.03,3064.03,3064.03,000,3064.03
2016-04-15,3054.34,3054.34,3054.34,3054.34,000,3054.34
2016-04-14,3060.86,3060.86,3060.86,3060.86,000,3060.86
2016-04-13,3039.19,3039.19,3039.19,3039.19,000,3039.19
2016-04-12,2942.09,2942.09,2942.09,2942.09,000,2942.09
2016-04-11,2924.23,2924.23,2924.23,2924.23,000,2924.23
2016-04-08,2911.98,2911.98,2911.98,2911.98,000,2911.98
2016-04-07,2871.57,2871.57,2871.57,2871.57,000,2871.57
2016-04-06,2909.36,2909.36,2909.36,2909.36,000,2909.36
2016-04-05,2890.35,2890.35,2890.35,2890.35,000,2890.35
2016-04-04,2962.28,2962.28,2962.28,2962.28,000,2962.28
2016-04-01,2953.28,2953.28,2953.28,2953.28,000,2953.28
2016-03-31,3004.93,3004.93,3004.93,3004.93,000,3004.93
2016-03-30,3044.10,3044.10,3044.10,3044.10,000,3044.10
2016-03-29,3004.87,3004.87,3004.87,3004.87,000,3004.87
2016-03-24,2986.73,2986.73,2986.73,2986.73,000,2986.73
2016-03-23,3042.42,3042.42,3042.42,3042.42,000,3042.42
2016-03-22,3051.23,3051.23,3051.23,3051.23,000,3051.23
2016-03-17,3043.10,3043.10,3043.10,3043.10,000,3043.10
2016-03-16,3062.05,3062.05,3062.05,3062.05,000,3062.05
2016-03-15,3067.21,3067.21,3067.21,3067.21,000,3067.21
2016-03-14,3091.98,3091.98,3091.98,3091.98,000,3091.98
2016-03-10,2970.78,2970.78,2970.78,2970.78,000,2970.78
2016-03-09,3016.18,3016.18,3016.18,3016.18,000,3016.18
2016-03-08,3002.01,3002.01,3002.01,3002.01,000,3002.01
2016-03-02,3022.14,3022.14,3022.14,3022.14,000,3022.14
2016-03-01,2996.39,2996.39,2996.39,2996.39,000,2996.39
2016-02-29,2945.75,2945.75,2945.75,2945.75,000,2945.75
2016-02-26,2929.16,2929.16,2929.16,2929.16,000,2929.16
2016-02-25,2877.42,2877.42,2877.42,2877.42,000,2877.42
2016-02-24,2820.24,2820.24,2820.24,2820.24,000,2820.24
2016-02-23,2887.38,2887.38,2887.38,2887.38,000,2887.38
2016-02-22,2933.91,2933.91,2933.91,2933.91,000,2933.91
2016-02-18,2895.15,2895.15,2895.15,2895.15,000,2895.15
2016-02-17,2897.72,2897.72,2897.72,2897.72,000,2897.72
2016-02-16,2821.26,2821.26,2821.26,2821.26,000,2821.26
2016-02-15,2833.86,2833.86,2833.86,2833.86,000,2833.86
2016-02-12,2756.16,2756.16,2756.16,2756.16,000,2756.16
2016-02-11,2680.35,2680.35,2680.35,2680.35,000,2680.35
2016-02-10,2789.05,2789.05,2789.05,2789.05,000,2789.05
2016-02-09,2736.50,2736.50,2736.50,2736.50,000,2736.50
2016-02-08,2785.17,2785.17,2785.17,2785.17,000,2785.17
2016-02-05,2879.39,2879.39,2879.39,2879.39,000,2879.39
2016-02-04,2905.30,2905.30,2905.30,2905.30,000,2905.30
